Sample ID,Ground Truth,Predicted Label,Results
509,chinese_pickled_cucumber,chinese_pickled_cucumber,Correct
510,grilled_corn,grilled_corn,Correct
511,mung_bean_smoothie_milk,mung_bean_smoothie_milk,Correct
512,salty_fried_chicken_nuggets,salty_fried_chicken_nuggets,Correct
513,oyster_omelet,oyster_omelet,Correct
514,caozaiguo,caozaiguo,Correct
515,fried_rice_noodles,fried_rice_noodles,Correct
516,grilled_taiwanese_sausage,grilled_taiwanese_sausage,Correct
517,braised_napa_cabbage,braised_napa_cabbage,Correct
518,milkfish_belly_congee,milkfish_belly_congee,Correct
519,dried_shredded_squid,dried_shredded_squid,Correct
520,preserved_egg_tofu,preserved_egg_tofu,Correct
521,sliced_pork_bun,sliced_pork_bun,Correct
522,fish_head_casserole,fish_head_casserole,Correct
523,papaya_milk,papaya_milk,Correct
524,iron_egg,iron_egg,Correct
525,coffin_toast,coffin_toast,Correct
526,caozaiguo,caozaiguo,Correct
527,bawan,bawan,Correct
528,steamed_cod_fish_with_crispy_bean,rice_dumpling,Incorrect
529,preserved_egg_tofu,preserved_egg_tofu,Correct
530,beef_noodles,beef_noodles,Correct
531,deep-fried_chicken_cutlets,deep-fried_chicken_cutlets,Correct
532,saute_spring_onion_with_beef,saute_spring_onion_with_beef,Correct
533,spicy_duck_blood,pork_intestines_fire_pot,Incorrect
534,seafood_congee,seafood_congee,Correct
535,caozaiguo,caozaiguo,Correct
536,brown_sugar_cake,brown_sugar_cake,Correct
537,scrambled_eggs_with_tomatoes,scrambled_eggs_with_tomatoes,Correct
538,bitter_melon_with_salted_eggs,bitter_melon_with_salted_eggs,Correct
539,beef_soup,beef_soup,Correct
540,jerky,deep-fried_chicken_cutlets,Incorrect
541,pepper_pork_bun,pepper_pork_bun,Correct
542,egg_pancake_roll,egg_pancake_roll,Correct
543,shrimp_rice,shrimp_rice,Correct
544,hot_sour_soup,hot_sour_soup,Correct
545,deep-fried_chicken_cutlets,deep-fried_chicken_cutlets,Correct
546,sun_cake,sun_cake,Correct
547,mutton_fried_noodles,mutton_fried_noodles,Correct
548,mung_bean_smoothie_milk,mung_bean_smoothie_milk,Correct
549,bitter_melon_with_salted_eggs,bitter_melon_with_salted_eggs,Correct
550,braised_pork_over_rice,braised_pork_over_rice,Correct
551,hakka_stir-fried,hakka_stir-fried,Correct
552,nabeyaki_egg_noodles,nabeyaki_egg_noodles,Correct
553,sanxia_golden_croissants,sanxia_golden_croissants,Correct
554,bubble_tea,bubble_tea,Correct
555,peanut_brittle,peanut_brittle,Correct
556,ginger_duck_stew,mutton_hot_pot,Incorrect
557,sanxia_golden_croissants,sanxia_golden_croissants,Correct
558,deep-fried_chicken_cutlets,deep-fried_chicken_cutlets,Correct
559,sanxia_golden_croissants,sanxia_golden_croissants,Correct
560,luwei,salty_fried_chicken_nuggets,Incorrect
561,chinese_pickled_cucumber,chinese_pickled_cucumber,Correct
562,grilled_taiwanese_sausage,grilled_taiwanese_sausage,Correct
563,sailfish_stick,sailfish_stick,Correct
564,jelly_of_gravey_and_chicken_feet_skin,jelly_of_gravey_and_chicken_feet_skin,Correct
565,meat_dumpling_in_chili_oil,meat_dumpling_in_chili_oil,Correct
566,yolk_pastry,yolk_pastry,Correct
567,preserved_egg_tofu,preserved_egg_tofu,Correct
568,bitter_melon_with_salted_eggs,bitter_melon_with_salted_eggs,Correct
569,mung_bean_smoothie_milk,mung_bean_smoothie_milk,Correct
570,twist_roll,twist_roll,Correct
571,scrambled_eggs_with_shrimp,scrambled_eggs_with_shrimp,Correct
572,stewed_pig's_knuckles,stewed_pig's_knuckles,Correct
573,bubble_tea,bubble_tea,Correct
574,steam-fried_bun,steam-fried_bun,Correct
575,spicy_duck_blood,sesame_oil_chicken_soup,Incorrect
576,xiaolongbao,xiaolongbao,Correct
577,bitter_melon_with_salted_eggs,bitter_melon_with_salted_eggs,Correct
578,tube-shaped_migao,tube-shaped_migao,Correct
579,deep-fried_chicken_cutlets,deep-fried_chicken_cutlets,Correct
580,taiwanese_burrito,taiwanese_burrito,Correct
581,stir_fried_clams_with_basil,stir_fried_clams_with_basil,Correct
582,roasted_sweet_potato,roasted_sweet_potato,Correct
583,grilled_corn,grilled_corn,Correct
584,stir-fried_loofah_with_clam,stir-fried_loofah_with_clam,Correct
585,steamed_taro_cake,stinky_tofu,Incorrect
586,scallion_pancake,scallion_pancake,Correct
587,taiwanese_sausage_in_rice_bun,taiwanese_sausage_in_rice_bun,Correct
588,bawan,bawan,Correct
589,bawan,bawan,Correct
590,chicken_mushroom_soup,chicken_mushroom_soup,Correct
591,sesame_oil_chicken_soup,sesame_oil_chicken_soup,Correct
592,sishen_soup,sishen_soup,Correct
593,fried_instant_noodles,fried_instant_noodles,Correct
594,roasted_sweet_potato,roasted_sweet_potato,Correct
595,taiwanese_pork_ball_soup,chicken_mushroom_soup,Incorrect
596,deep-fried_chicken_cutlets,deep-fried_chicken_cutlets,Correct
597,brown_sugar_cake,brown_sugar_cake,Correct
598,deep_fried_pork_rib_and_radish_soup,deep_fried_pork_rib_and_radish_soup,Correct
599,bubble_tea,bubble_tea,Correct
600,roasted_sweet_potato,roasted_sweet_potato,Correct
601,twist_roll,twist_roll,Correct
602,stir-fried_loofah_with_clam,stir-fried_loofah_with_clam,Correct
603,brown_sugar_cake,brown_sugar_cake,Correct
604,stir-fried_pork_intestine_with_ginger,stir-fried_pork_intestine_with_ginger,Correct
605,mochi,mochi,Correct
606,jelly_of_gravey_and_chicken_feet_skin,jelly_of_gravey_and_chicken_feet_skin,Correct
607,stir-fried_calamari_broth,stir-fried_calamari_broth,Correct
608,turkey_rice,turkey_rice,Correct
609,taro_ball,taro_ball,Correct
610,beef_noodles,beef_noodles,Correct
611,preserved_egg_tofu,preserved_egg_tofu,Correct
612,pig's_blood_soup,pig's_blood_soup,Correct
613,cold_noodles,cold_noodles,Correct
614,potsticker,potsticker,Correct
615,oyster_fritter,oyster_fritter,Correct
616,stir-fried_loofah_with_clam,stir-fried_loofah_with_clam,Correct
617,sugar_coated_sweet_potato,sugar_coated_sweet_potato,Correct
618,hot_sour_soup,hot_sour_soup,Correct
619,roasted_sweet_potato,roasted_sweet_potato,Correct
620,spicy_duck_blood,spicy_duck_blood,Correct
621,deep_fried_pork_rib_and_radish_soup,fried-spanish_mackerel_thick_soup,Incorrect
622,sliced_pork_bun,sliced_pork_bun,Correct
623,peanut_brittle,peanut_brittle,Correct
624,scallion_pancake,scallion_pancake,Correct
625,pig's_blood_soup,pig's_blood_soup,Correct
626,saute_spring_onion_with_beef,saute_spring_onion_with_beef,Correct
627,bitter_melon_with_salted_eggs,bitter_melon_with_salted_eggs,Correct
628,taiwanese_sausage_in_rice_bun,taiwanese_sausage_in_rice_bun,Correct
629,three-cup_chicken,three-cup_chicken,Correct
630,preserved_egg_tofu,preserved_egg_tofu,Correct
631,pig's_blood_soup,pig's_blood_soup,Correct
632,pepper_pork_bun,pepper_pork_bun,Correct
633,fried-spanish_mackerel_thick_soup,fried-spanish_mackerel_thick_soup,Correct
634,sweet_potato_ball,sweet_potato_ball,Correct
635,wheel_pie,wheel_pie,Correct
636,hot_sour_soup,hot_sour_soup,Correct
637,caozaiguo,caozaiguo,Correct
638,stinky_tofu,stinky_tofu,Correct
639,salty_fried_chicken_nuggets,salty_fried_chicken_nuggets,Correct
640,sweet_and_sour_pork_ribs,sweet_and_sour_pork_ribs,Correct
641,jelly_of_gravey_and_chicken_feet_skin,jelly_of_gravey_and_chicken_feet_skin,Correct
642,cold_noodles,cold_noodles,Correct
643,sishen_soup,sishen_soup,Correct
644,hung_rui_chen_sandwich,hung_rui_chen_sandwich,Correct
645,tanghulu,tanghulu,Correct
646,tangyuan,tangyuan,Correct
647,fish_head_casserole,fish_head_casserole,Correct
648,salty_fried_chicken_nuggets,three-cup_chicken,Incorrect
649,sailfish_stick,sailfish_stick,Correct
650,steamed_cod_fish_with_crispy_bean,steamed_cod_fish_with_crispy_bean,Correct
651,steamed_taro_cake,steamed_taro_cake,Correct
652,shrimp_rice,shrimp_rice,Correct
653,eight_treasure_shaved_ice,eight_treasure_shaved_ice,Correct
654,fried-spanish_mackerel_thick_soup,fried-spanish_mackerel_thick_soup,Correct
655,sun_cake,sun_cake,Correct
656,nougat,nougat,Correct
657,turkey_rice,turkey_rice,Correct
658,pork_intestines_fire_pot,spicy_duck_blood,Incorrect
659,tanghulu,tanghulu,Correct
660,roasted_sweet_potato,roasted_sweet_potato,Correct
661,sun_cake,sun_cake,Correct
662,stir_fried_clams_with_basil,stir_fried_clams_with_basil,Correct
663,coffin_toast,coffin_toast,Correct
664,stir_fried_clams_with_basil,stir_fried_clams_with_basil,Correct
665,peanut_brittle,peanut_brittle,Correct
666,fried_instant_noodles,fried_instant_noodles,Correct
667,stir-fried_calamari_broth,stir-fried_calamari_broth,Correct
668,cold_noodles,cold_noodles,Correct
669,kung-pao_chicken,three-cup_chicken,Incorrect
670,roasted_sweet_potato,roasted_sweet_potato,Correct
671,fish_head_casserole,fish_head_casserole,Correct
672,scallion_pancake,scallion_pancake,Correct
673,ginger_duck_stew,sesame_oil_chicken_soup,Incorrect
674,stir-fried_loofah_with_clam,stir-fried_loofah_with_clam,Correct
675,tanghulu,tanghulu,Correct
676,deep-fried_chicken_cutlets,deep-fried_chicken_cutlets,Correct
677,stir_fried_clams_with_basil,stir_fried_clams_with_basil,Correct
678,sanxia_golden_croissants,sanxia_golden_croissants,Correct
679,coffin_toast,coffin_toast,Correct
680,shrimp_rice,shrimp_rice,Correct
681,tanghulu,tanghulu,Correct
682,preserved_egg_tofu,preserved_egg_tofu,Correct
683,roasted_sweet_potato,roasted_sweet_potato,Correct
684,jelly_of_gravey_and_chicken_feet_skin,jelly_of_gravey_and_chicken_feet_skin,Correct
685,bubble_tea,bubble_tea,Correct
686,stewed_pig's_knuckles,stewed_pig's_knuckles,Correct
687,chicken_mushroom_soup,sesame_oil_chicken_soup,Incorrect
688,cold_noodles,cold_noodles,Correct
689,mung_bean_smoothie_milk,mung_bean_smoothie_milk,Correct
690,mochi,mochi,Correct
691,scallion_pancake,scallion_pancake,Correct
692,potsticker,potsticker,Correct
693,scallion_pancake,scallion_pancake,Correct
694,oyster_omelet,oyster_omelet,Correct
695,rice_dumpling,rice_dumpling,Correct
696,rice_with_soy-stewed_pork,rice_with_soy-stewed_pork,Correct
697,iron_egg,iron_egg,Correct
698,fried_eel_noodles,fried_eel_noodles,Correct
699,twist_roll,twist_roll,Correct
700,seafood_congee,seafood_congee,Correct
701,pepper_pork_bun,steam-fried_bun,Incorrect
702,taiwanese_pork_ball_soup,taiwanese_pork_ball_soup,Correct
703,fish_head_casserole,fish_head_casserole,Correct
704,eight_treasure_shaved_ice,eight_treasure_shaved_ice,Correct
705,jerky,jerky,Correct
706,rice_dumpling,rice_dumpling,Correct
707,fried_instant_noodles,fried_instant_noodles,Correct
708,pepper_pork_bun,pepper_pork_bun,Correct
709,stir-fried_calamari_broth,rice_noodles_with_squid,Incorrect
710,stir_fried_clams_with_basil,stir_fried_clams_with_basil,Correct
711,saute_spring_onion_with_beef,saute_spring_onion_with_beef,Correct
712,turkey_rice,turkey_rice,Correct
713,sugar_coated_sweet_potato,sugar_coated_sweet_potato,Correct
714,taro_ball,taro_ball,Correct
715,fried_eel_noodles,fried_eel_noodles,Correct
716,egg_pancake_roll,egg_pancake_roll,Correct
717,chicken_mushroom_soup,chicken_mushroom_soup,Correct
718,pig's_blood_soup,pig's_blood_soup,Correct
719,caozaiguo,pepper_pork_bun,Incorrect
720,deep_fried_pork_rib_and_radish_soup,deep_fried_pork_rib_and_radish_soup,Correct
721,preserved_egg_tofu,preserved_egg_tofu,Correct
722,sailfish_stick,sailfish_stick,Correct
723,deep-fried_chicken_cutlets,deep-fried_chicken_cutlets,Correct
724,scallion_pancake,scallion_pancake,Correct
725,egg_pancake_roll,egg_pancake_roll,Correct
726,oyster_omelet,oyster_omelet,Correct
727,pepper_pork_bun,pepper_pork_bun,Correct
728,stir_fried_clams_with_basil,stir_fried_clams_with_basil,Correct
729,stir-fried_duck_meat_broth,stir-fried_duck_meat_broth,Correct
730,braised_pork_over_rice,braised_pork_over_rice,Correct
731,turnip_cake,turnip_cake,Correct
732,sesame_oil_chicken_soup,sesame_oil_chicken_soup,Correct
733,grilled_corn,grilled_corn,Correct
734,hakka_stir-fried,hakka_stir-fried,Correct
735,steamed_cod_fish_with_crispy_bean,bawan,Incorrect
736,fried_eel_noodles,fried_eel_noodles,Correct
737,turnip_cake,turnip_cake,Correct
738,sweet_and_sour_pork_ribs,sweet_and_sour_pork_ribs,Correct
739,three-cup_chicken,three-cup_chicken,Correct
740,sweet_and_sour_pork_ribs,stewed_pig's_knuckles,Incorrect
741,beef_noodles,beef_noodles,Correct
742,sesame_oil_chicken_soup,sesame_oil_chicken_soup,Correct
743,meat_dumpling_in_chili_oil,meat_dumpling_in_chili_oil,Correct
744,pork_intestines_fire_pot,pork_intestines_fire_pot,Correct
745,stewed_pig's_knuckles,stewed_pig's_knuckles,Correct
746,beef_soup,beef_soup,Correct
747,turnip_cake,turnip_cake,Correct
748,nougat,nougat,Correct
749,scrambled_eggs_with_shrimp,scrambled_eggs_with_shrimp,Correct
750,scrambled_eggs_with_tomatoes,scrambled_eggs_with_tomatoes,Correct
751,fried-spanish_mackerel_thick_soup,fried-spanish_mackerel_thick_soup,Correct
752,stir-fried_pork_intestine_with_ginger,stir-fried_pork_intestine_with_ginger,Correct
753,eight_treasure_shaved_ice,eight_treasure_shaved_ice,Correct
754,eight_treasure_shaved_ice,eight_treasure_shaved_ice,Correct
755,night_market_steak,night_market_steak,Correct
756,fried-spanish_mackerel_thick_soup,fried-spanish_mackerel_thick_soup,Correct
757,peanut_brittle,peanut_brittle,Correct
758,bitter_melon_with_salted_eggs,bitter_melon_with_salted_eggs,Correct
759,nabeyaki_egg_noodles,nabeyaki_egg_noodles,Correct
760,chicken_mushroom_soup,chicken_mushroom_soup,Correct
761,ginger_duck_stew,ginger_duck_stew,Correct
762,rice_noodles_with_squid,rice_noodles_with_squid,Correct
763,jelly_of_gravey_and_chicken_feet_skin,jelly_of_gravey_and_chicken_feet_skin,Correct
764,rice_dumpling,rice_dumpling,Correct
765,papaya_milk,papaya_milk,Correct
766,beef_soup,beef_soup,Correct
767,tanghulu,tanghulu,Correct
768,pepper_pork_bun,pepper_pork_bun,Correct
769,steam-fried_bun,steam-fried_bun,Correct
770,tube-shaped_migao,tube-shaped_migao,Correct
771,mutton_fried_noodles,mutton_fried_noodles,Correct
772,deep_fried_pork_rib_and_radish_soup,deep_fried_pork_rib_and_radish_soup,Correct
773,stir-fried_loofah_with_clam,stir-fried_loofah_with_clam,Correct
774,sweet_and_sour_pork_ribs,sweet_and_sour_pork_ribs,Correct
775,braised_napa_cabbage,braised_napa_cabbage,Correct
776,stir-fried_calamari_broth,bitter_melon_with_salted_eggs,Incorrect
777,tanghulu,tanghulu,Correct
778,intestine_and_oyster_vermicelli,intestine_and_oyster_vermicelli,Correct
779,sweet_potato_ball,sweet_potato_ball,Correct
780,rice_dumpling,rice_dumpling,Correct
781,oyster_omelet,oyster_omelet,Correct
782,coffin_toast,coffin_toast,Correct
783,scallion_pancake,scallion_pancake,Correct
784,sugar_coated_sweet_potato,sugar_coated_sweet_potato,Correct
785,coffin_toast,coffin_toast,Correct
786,pig's_blood_soup,pig's_blood_soup,Correct
787,grilled_corn,grilled_corn,Correct
788,potsticker,deep-fried_chicken_cutlets,Incorrect
789,hakka_stir-fried,hakka_stir-fried,Correct
790,shrimp_rice,shrimp_rice,Correct
791,sweet_potato_ball,sweet_potato_ball,Correct
792,salty_fried_chicken_nuggets,salty_fried_chicken_nuggets,Correct
793,coffin_toast,coffin_toast,Correct
794,spicy_duck_blood,spicy_duck_blood,Correct
795,shrimp_rice,shrimp_rice,Correct
796,mung_bean_smoothie_milk,mung_bean_smoothie_milk,Correct
797,oyster_fritter,oyster_fritter,Correct
798,chicken_mushroom_soup,chicken_mushroom_soup,Correct
799,deep_fried_pork_rib_and_radish_soup,deep_fried_pork_rib_and_radish_soup,Correct
800,twist_roll,twist_roll,Correct
801,braised_napa_cabbage,stir-fried_calamari_broth,Incorrect
802,tangyuan,tangyuan,Correct
803,tube-shaped_migao,tube-shaped_migao,Correct
804,nougat,nougat,Correct
805,taiwanese_pork_ball_soup,taiwanese_pork_ball_soup,Correct
806,sweet_and_sour_pork_ribs,sweet_and_sour_pork_ribs,Correct
807,scrambled_eggs_with_shrimp,scrambled_eggs_with_shrimp,Correct
808,taro_ball,taro_ball,Correct
809,roasted_sweet_potato,roasted_sweet_potato,Correct
810,rice_noodles_with_squid,rice_noodles_with_squid,Correct
811,pork_intestines_fire_pot,pork_intestines_fire_pot,Correct
812,dried_shredded_squid,dried_shredded_squid,Correct
813,roasted_sweet_potato,roasted_sweet_potato,Correct
814,cold_noodles,cold_noodles,Correct
815,fried_eel_noodles,fried_eel_noodles,Correct
816,cold_noodles,cold_noodles,Correct
817,eight_treasure_shaved_ice,eight_treasure_shaved_ice,Correct
818,sesame_oil_chicken_soup,sesame_oil_chicken_soup,Correct
819,sugar_coated_sweet_potato,sugar_coated_sweet_potato,Correct
820,chicken_mushroom_soup,chicken_mushroom_soup,Correct
821,sesame_oil_chicken_soup,sesame_oil_chicken_soup,Correct
822,grilled_corn,grilled_corn,Correct
823,sailfish_stick,sailfish_stick,Correct
824,eight_treasure_shaved_ice,eight_treasure_shaved_ice,Correct
825,beef_soup,beef_soup,Correct
826,coffin_toast,coffin_toast,Correct
827,scrambled_eggs_with_tomatoes,scrambled_eggs_with_tomatoes,Correct
828,mango_shaved_ice,mango_shaved_ice,Correct
829,sishen_soup,sishen_soup,Correct
830,peanut_brittle,peanut_brittle,Correct
831,preserved_egg_tofu,preserved_egg_tofu,Correct
832,scrambled_eggs_with_tomatoes,scrambled_eggs_with_tomatoes,Correct
833,stir_fried_clams_with_basil,stir_fried_clams_with_basil,Correct
834,jelly_of_gravey_and_chicken_feet_skin,jelly_of_gravey_and_chicken_feet_skin,Correct
835,intestine_and_oyster_vermicelli,intestine_and_oyster_vermicelli,Correct
836,sun_cake,sun_cake,Correct
837,fried_rice_noodles,fried_rice_noodles,Correct
838,beef_noodles,beef_noodles,Correct
839,seafood_congee,seafood_congee,Correct
840,sun_cake,sun_cake,Correct
841,turnip_cake,turnip_cake,Correct
842,intestine_and_oyster_vermicelli,intestine_and_oyster_vermicelli,Correct
843,stir_fried_clams_with_basil,stir_fried_clams_with_basil,Correct
844,taiwanese_burrito,egg_pancake_roll,Incorrect
845,meat_dumpling_in_chili_oil,stir-fried_calamari_broth,Incorrect
846,deep-fried_chicken_cutlets,deep-fried_chicken_cutlets,Correct
847,stir_fried_clams_with_basil,stir_fried_clams_with_basil,Correct
848,beef_noodles,beef_noodles,Correct
849,milkfish_belly_congee,milkfish_belly_congee,Correct
850,spicy_duck_blood,spicy_duck_blood,Correct
851,beef_soup,beef_soup,Correct
852,taiwanese_sausage_in_rice_bun,taiwanese_burrito,Incorrect
853,chicken_mushroom_soup,chicken_mushroom_soup,Correct
854,potsticker,potsticker,Correct
855,rice_noodles_with_squid,rice_noodles_with_squid,Correct
856,stir-fried_loofah_with_clam,stir-fried_loofah_with_clam,Correct
857,iron_egg,iron_egg,Correct
858,mango_shaved_ice,mango_shaved_ice,Correct
859,bitter_melon_with_salted_eggs,bitter_melon_with_salted_eggs,Correct
860,beef_soup,beef_soup,Correct
861,scallion_pancake,deep-fried_chicken_cutlets,Incorrect
862,sanxia_golden_croissants,taiwanese_sausage_in_rice_bun,Incorrect
863,hot_sour_soup,meat_dumpling_in_chili_oil,Incorrect
864,potsticker,potsticker,Correct
865,crab_migao,crab_migao,Correct
866,fried_eel_noodles,fried_eel_noodles,Correct
867,turnip_cake,turnip_cake,Correct
868,caozaiguo,caozaiguo,Correct
869,pig's_blood_soup,pig's_blood_soup,Correct
870,stir-fried_calamari_broth,stir-fried_calamari_broth,Correct
871,luwei,ginger_duck_stew,Incorrect
872,deep-fried_chicken_cutlets,deep-fried_chicken_cutlets,Correct
873,hung_rui_chen_sandwich,hung_rui_chen_sandwich,Correct
874,bawan,steam-fried_bun,Incorrect
875,hung_rui_chen_sandwich,hung_rui_chen_sandwich,Correct
876,oyster_omelet,oyster_omelet,Correct
877,scallion_pancake,egg_pancake_roll,Incorrect
878,pork_intestines_fire_pot,pork_intestines_fire_pot,Correct
879,fried_eel_noodles,fried_eel_noodles,Correct
880,jelly_of_gravey_and_chicken_feet_skin,jelly_of_gravey_and_chicken_feet_skin,Correct
881,hakka_stir-fried,hakka_stir-fried,Correct
882,scrambled_eggs_with_tomatoes,scrambled_eggs_with_tomatoes,Correct
883,mochi,mochi,Correct
884,braised_napa_cabbage,braised_napa_cabbage,Correct
885,fried_eel_noodles,fried_eel_noodles,Correct
886,nabeyaki_egg_noodles,rice_noodles_with_squid,Incorrect
887,deep_fried_pork_rib_and_radish_soup,deep_fried_pork_rib_and_radish_soup,Correct
888,eight_treasure_shaved_ice,eight_treasure_shaved_ice,Correct
889,grilled_taiwanese_sausage,grilled_taiwanese_sausage,Correct
890,bawan,bawan,Correct
891,fried-spanish_mackerel_thick_soup,fried-spanish_mackerel_thick_soup,Correct
892,potsticker,potsticker,Correct
893,luwei,luwei,Correct
894,braised_pork_over_rice,braised_pork_over_rice,Correct
895,mutton_fried_noodles,mutton_fried_noodles,Correct
896,milkfish_belly_congee,milkfish_belly_congee,Correct
897,oyster_fritter,oyster_fritter,Correct
898,shrimp_rice,shrimp_rice,Correct
899,jelly_of_gravey_and_chicken_feet_skin,jelly_of_gravey_and_chicken_feet_skin,Correct
900,stir-fried_duck_meat_broth,stir-fried_duck_meat_broth,Correct
901,roasted_sweet_potato,roasted_sweet_potato,Correct
902,ginger_duck_stew,sesame_oil_chicken_soup,Incorrect
903,nabeyaki_egg_noodles,nabeyaki_egg_noodles,Correct
904,cold_noodles,cold_noodles,Correct
905,coffin_toast,coffin_toast,Correct
906,steamed_cod_fish_with_crispy_bean,steamed_cod_fish_with_crispy_bean,Correct
907,bawan,bawan,Correct
908,braised_pork_over_rice,braised_pork_over_rice,Correct
909,crab_migao,crab_migao,Correct
910,egg_pancake_roll,egg_pancake_roll,Correct
911,hakka_stir-fried,hakka_stir-fried,Correct
912,shrimp_rice,shrimp_rice,Correct
913,rice_with_soy-stewed_pork,rice_with_soy-stewed_pork,Correct
914,sweet_and_sour_pork_ribs,sweet_and_sour_pork_ribs,Correct
915,fried-spanish_mackerel_thick_soup,fried-spanish_mackerel_thick_soup,Correct
916,sweet_potato_ball,sweet_potato_ball,Correct
917,roasted_sweet_potato,roasted_sweet_potato,Correct
918,sishen_soup,stir-fried_duck_meat_broth,Incorrect
919,turkey_rice,turkey_rice,Correct
920,mung_bean_smoothie_milk,mung_bean_smoothie_milk,Correct
921,intestine_and_oyster_vermicelli,intestine_and_oyster_vermicelli,Correct
922,stir-fried_pork_intestine_with_ginger,stir-fried_pork_intestine_with_ginger,Correct
923,scrambled_eggs_with_tomatoes,scrambled_eggs_with_tomatoes,Correct
924,sailfish_stick,roasted_sweet_potato,Incorrect
925,preserved_egg_tofu,preserved_egg_tofu,Correct
926,pepper_pork_bun,oyster_fritter,Incorrect
927,bubble_tea,bubble_tea,Correct
928,pepper_pork_bun,mochi,Incorrect
929,eight_treasure_shaved_ice,eight_treasure_shaved_ice,Correct
930,bubble_tea,bubble_tea,Correct
931,milkfish_belly_congee,milkfish_belly_congee,Correct
932,deep_fried_pork_rib_and_radish_soup,deep_fried_pork_rib_and_radish_soup,Correct
933,steamed_taro_cake,steamed_taro_cake,Correct
934,three-cup_chicken,luwei,Incorrect
935,bawan,bawan,Correct
936,sesame_oil_chicken_soup,sesame_oil_chicken_soup,Correct
937,scallion_pancake,turnip_cake,Incorrect
938,oyster_fritter,oyster_fritter,Correct
939,chicken_mushroom_soup,chicken_mushroom_soup,Correct
940,stir-fried_loofah_with_clam,stir-fried_loofah_with_clam,Correct
941,oyster_fritter,oyster_fritter,Correct
942,chicken_mushroom_soup,chicken_mushroom_soup,Correct
943,scallion_pancake,scallion_pancake,Correct
944,saute_spring_onion_with_beef,saute_spring_onion_with_beef,Correct
945,brown_sugar_cake,brown_sugar_cake,Correct
946,jelly_of_gravey_and_chicken_feet_skin,jelly_of_gravey_and_chicken_feet_skin,Correct
947,salty_fried_chicken_nuggets,salty_fried_chicken_nuggets,Correct
948,sugar_coated_sweet_potato,sugar_coated_sweet_potato,Correct
949,three-cup_chicken,three-cup_chicken,Correct
950,fish_head_casserole,mutton_fried_noodles,Incorrect
951,rice_with_soy-stewed_pork,rice_with_soy-stewed_pork,Correct
952,luwei,luwei,Correct
953,scallion_pancake,caozaiguo,Incorrect
954,sailfish_stick,fish_head_casserole,Incorrect
955,fried_instant_noodles,fried_instant_noodles,Correct
956,stir-fried_loofah_with_clam,stir-fried_loofah_with_clam,Correct
957,fried_eel_noodles,fried_eel_noodles,Correct
958,sailfish_stick,sailfish_stick,Correct
959,stir-fried_calamari_broth,stir-fried_calamari_broth,Correct
960,scrambled_eggs_with_shrimp,scrambled_eggs_with_shrimp,Correct
961,taro_ball,taro_ball,Correct
962,intestine_and_oyster_vermicelli,intestine_and_oyster_vermicelli,Correct
963,yolk_pastry,yolk_pastry,Correct
964,rice_noodles_with_squid,rice_noodles_with_squid,Correct
965,stir_fried_clams_with_basil,stir_fried_clams_with_basil,Correct
966,stir-fried_duck_meat_broth,stir-fried_duck_meat_broth,Correct
967,cold_noodles,cold_noodles,Correct
968,steamed_cod_fish_with_crispy_bean,steamed_cod_fish_with_crispy_bean,Correct
969,mutton_fried_noodles,mutton_fried_noodles,Correct
970,bawan,bawan,Correct
971,tube-shaped_migao,tube-shaped_migao,Correct
972,bubble_tea,bubble_tea,Correct
973,salty_fried_chicken_nuggets,salty_fried_chicken_nuggets,Correct
974,cold_noodles,cold_noodles,Correct
975,oyster_fritter,oyster_fritter,Correct
976,hakka_stir-fried,hakka_stir-fried,Correct
977,intestine_and_oyster_vermicelli,intestine_and_oyster_vermicelli,Correct
978,braised_pork_over_rice,braised_pork_over_rice,Correct
979,grilled_corn,grilled_corn,Correct
980,stir_fried_clams_with_basil,stir_fried_clams_with_basil,Correct
981,sweet_and_sour_pork_ribs,sweet_and_sour_pork_ribs,Correct
982,scrambled_eggs_with_shrimp,scrambled_eggs_with_shrimp,Correct
983,sweet_potato_ball,sweet_potato_ball,Correct
984,mung_bean_smoothie_milk,mung_bean_smoothie_milk,Correct
985,seafood_congee,seafood_congee,Correct
986,kung-pao_chicken,kung-pao_chicken,Correct
987,fried-spanish_mackerel_thick_soup,fried-spanish_mackerel_thick_soup,Correct
988,egg_pancake_roll,potsticker,Incorrect
989,turkey_rice,turkey_rice,Correct
990,bitter_melon_with_salted_eggs,bitter_melon_with_salted_eggs,Correct
991,roasted_sweet_potato,roasted_sweet_potato,Correct
992,mutton_hot_pot,mutton_hot_pot,Correct
993,sun_cake,sun_cake,Correct
994,taro_ball,taro_ball,Correct
995,yolk_pastry,yolk_pastry,Correct
996,scrambled_eggs_with_tomatoes,scrambled_eggs_with_tomatoes,Correct
997,kung-pao_chicken,kung-pao_chicken,Correct
998,nabeyaki_egg_noodles,fried-spanish_mackerel_thick_soup,Incorrect
999,rice_dumpling,rice_dumpling,Correct
1000,beef_noodles,beef_noodles,Correct
1001,tube-shaped_migao,stinky_tofu,Incorrect
1002,papaya_milk,papaya_milk,Correct
1003,bawan,taro_ball,Incorrect
1004,mung_bean_smoothie_milk,papaya_milk,Incorrect
1005,nougat,nougat,Correct
1006,pig's_blood_soup,pig's_blood_soup,Correct
1007,tube-shaped_migao,tube-shaped_migao,Correct
